location,participant_id,region_grew_up,highest_education,current_age,reading_habits,preferred_genre,example_id,book_title,book_authors,book_country,book_genre,review_text,has_read_author,has_read_book,choose_genre_impact,choose_demo_impact,familiarity_grp,understand_grp,can_similar_demo_genre_write,span,span_type
usa,e45021c18e281c2905c37674a031ac823b24b8e73daab4ba800e5f5068011975,urban,high_school,40_to_60,moderate,both_genres,75885.0,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,usa,non-fiction,"Under the Banner of Heaven was a fascinating read. The starting point for the book is the horrendous and callous murder of a woman and baby. On the other end, the starting point is the foundation of Mormanism by Joseph Smith. Tracing the tangled history of Mormanism and fundamental Mormanism leads directly to that murder and it is a complicated, interesting path. 
 At times it got more complicated than I could easily follow, but the overarching story was well put together so that even when the details needed a flow-chart to keep straight I got the gist. 
 I would recommend this for everyone to read, faithful or not. It is well-researched and written in a matter-of-fact tone, not sugar-coating anything nor failing to respect the humanity of any of the players.",no,no,genre_influence_slight,demographic_influence_slight,very familiar,well understood,similar_demo_genre_yes,,NA
usa,e45021c18e281c2905c37674a031ac823b24b8e73daab4ba800e5f5068011975,urban,high_school,40_to_60,moderate,both_genres,112047.0,The Sun Also Rises,"Ernest Hemingway, William Hurt",usa,fiction,"I really did not like this book, but I don't know if it's because William hurt read it so poorly or because it was just a poorly written book. I was left scratching my head numerous times. There really seemed to be no plot...no point. William hurt might be a great Shakespearean actor, but his narration stinks. I think that was the hardest thing to follow, really. Maybe if someone else had narrated, I might have liked it. I might need to try reading the book, rather than listening to it, but as it stands, I did not like it.",yes,no,genre_influence_slight,demographic_influence_slight,very familiar,well understood,similar_demo_genre_maybe,,NA
usa,e45021c18e281c2905c37674a031ac823b24b8e73daab4ba800e5f5068011975,urban,high_school,40_to_60,moderate,both_genres,50097.0,My Own Country: A Doctor's Story,Abraham Verghese,ethiopia,non-fiction,"By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS epidemic in the States. In particular Verghese was located in rural Eastern Tennessee. 
 Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. 
 If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book.",no,no,genre_influence_slight,demographic_influence_slight,familiar,understood,similar_demo_genre_maybe,"CUTTING FOR STONE,","Cultural, Non-Linguistic"
usa,e45021c18e281c2905c37674a031ac823b24b8e73daab4ba800e5f5068011975,urban,high_school,40_to_60,moderate,both_genres,49489.0,Cutting for Stone,Abraham Verghese,ethiopia,fiction,"While I enjoyed the historical sweep of this novel, I found it to be very inconsistent. The plot was often engaging, but would take absurd turns. Many of the characters - especially the female characters - are flat, uninteresting, and even unbelievable. The narrator, Marion, is exceptionally moral and a fairly lifeless character, but then engages in two separate acts of violence that are baffling, troubling, and completely out of character. The misogynistic way that Verghese treats the character of Genet (Marion's love interest) is reprehensible and ultimately made the book unredeemable for me. On the whole, Verghese is a good descriptive writer, but some of his phrasings are awkward and self-conscious, and his descriptions of medical procedures are too clinical and can go on for pages.",no,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_cant,,NA
usa,e45021c18e281c2905c37674a031ac823b24b8e73daab4ba800e5f5068011975,urban,high_school,40_to_60,moderate,both_genres,110387.0,The Age of Kali: Indian Travels & Encounters,William Dalrymple,india,non-fiction,"Started off rather depressing, with very negative narratives of the North, but then turned a corner and became very interesting. 
 Seems it was written in the 90s, and I wonder what the author would have to say if he had to do it again? 
 Interesting book, especially the parts about Sri Lanka, Pakistan & Reunion.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_cant,"Sri Lanka, Pakistan & Reunion.","Cultural, Non-Linguistic"
usa,e45021c18e281c2905c37674a031ac823b24b8e73daab4ba800e5f5068011975,urban,high_school,40_to_60,moderate,both_genres,110389.0,The Age of Kali: Indian Travels & Encounters,William Dalrymple,india,non-fiction,"I loved this book. Such fascinating and interesting essays - made me want to read so much more about Sri Lankan history, about the Bhutto family, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history.",no,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_maybe,,NA
usa,e45021c18e281c2905c37674a031ac823b24b8e73daab4ba800e5f5068011975,urban,high_school,40_to_60,moderate,both_genres,111607.0,The Diviners,"Margaret Laurence, Margaret Atwood",usa,fiction,"Finally, a great Canadian novel that doesnt suck and is worthy of high praise! I was skeptical at first since a 500+ page novel about a female Canadian writer does not exactly scream out ""page-turner"" but Laurence has more than a few tricks up her sleeve to to write a thematically rich and emotionally charged story that is incredibly compelling without losing momentum. She takes the ordinary stuff of life and magically transforms it into something fresh. Laurence is often considered one of Canada's greatest writers ever and I am beginning to see why she held in such high regard.",no,no,genre_influence_slight,demographic_influence_slight,very familiar,well understood,similar_demo_genre_maybe,,NA
usa,e45021c18e281c2905c37674a031ac823b24b8e73daab4ba800e5f5068011975,urban,high_school,40_to_60,moderate,both_genres,2745.0,Job: A Comedy of Justice,Robert A. Heinlein,usa,fiction,"I know I shouldn't, but I love Heinlein, and even most of his not-very-good books are still fun to read. This is basically just two people thrown into a series of random situations. The female character is such a classic Heinlein female. If you hate that sort of thing, skip it.",yes,no,genre_influence_moderate,demographic_influence_moderate,familiar,understood,similar_demo_genre_yes,classic Heinlein female.,"Cultural, Non-Linguistic"
usa,e45021c18e281c2905c37674a031ac823b24b8e73daab4ba800e5f5068011975,urban,high_school,40_to_60,moderate,both_genres,111834.0,Finding Darwin's God: A Scientist's Search for Common Ground Between God and Evolution,Kenneth R. Miller,usa,non-fiction,"Miller convincingly demonstrates that evolution is right: it provides a viable explanation for the past, fits the evidence so far discovered, and provides a model that conforms to biology and material reality. He takes issue with intelligent design proponents and other anti-evolutionists and - again convincingly - demonstrates the errors in their arguments. Yet he maintains that science - including evolution - is not incompatible with a belief in God. Well written and logically presented.",no,no,genre_influence_moderate,demographic_influence_moderate,very familiar,well understood,similar_demo_genre_yes,,NA
usa,e45021c18e281c2905c37674a031ac823b24b8e73daab4ba800e5f5068011975,urban,high_school,40_to_60,moderate,both_genres,37373.0,The Shining,Stephen King,usa,fiction,"I can't believe I forgot to add this book, I do forget to add books, BUT THIS BOOK! 
 I loved it, I used to always think Stephen King was so and so, but after reading this book I love him. This book got me so scared, I would become paralyzed, not even able to let go of the book. I would stay put close my eyes and wait till the fear and goosebumps were gone and then go back to reading it, then again get scared. Vicious yet entertaining cycle.",yes,yes,genre_influence_moderate,demographic_influence_moderate,familiar,understood,similar_demo_genre_yes,"I can't believe I forgot to add this book, I do forget to add books, BUT THIS BOOK!","Non-Cultural, Linguistic"
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,71332.0,"The Oath of the Vayuputras (Shiva Trilogy, #3)",Amish Tripathi,india,fiction,"DISAPPOINTED 
 After the first two books, I had high hopes. The plot was good; it had purpose - ""Evil"" had risen in Meluha, Shiva had to stop it. 
 And then came ""the oath of vayuputras"" . Instead of the story being about Shiva and his ultimate triumph over evil, it became the story about, the balance between ""Good"" and ""Evil"". that had been destroyed(seriously!) and that Shiva must remove ""Evil"" and restore ""Good"".All this was told over in like 50 pages with words good & evil being repeated in every other sentence. 
 Most disappointing about this book was the terrible ending. it took me days to complete this book. 
 the title of the book is ""oath"" of vayuputras! 
 what oath? 
 it could have been batter",no,no,genre_influence_strong,demographic_influence_strong,not familiar,not understood,similar_demo_genre_no,"""Evil"" had risen in Meluha, Shiva had to stop it. 
 And then came ""the oath of vayuputras"" . Instead of the story being about Shiva and his ultimate triumph over evil, it became the story about, the balance between ""Good"" and ""Evil"". that had been destroyed(seriously!) and that Shiva must remove ""Evil"" and restore ""Good"".All this was told over in like 50 pages with words good & evil being repeated in every other sentence.","Cultural, Non-Linguistic"
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,9798.0,The Sun Also Rises,Ernest Hemingway,usa,fiction,"I guess I can understand why this was such a sensation in the 1920's. It certainly has a timeless quality and its themes are articulated in a style which seems modern almost a century later. I devoured his descriptions of fishing in the Basque country and the bull fighting fiesta in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris which comprise the first part of the book. 
 Since this was written we have witnessed other rudderless groups of young people, from the Beats in On The Road to Ken Kesey's Merry Pranksters. These groups share a propensity for deep and abiding friendship with Hemingway's Lost Generation...and a similar lack of purpose. That Hemingway was able to convey so much with his simple, spare prose is a mighty accomplishment but he failed to slay me.",no,no,genre_influence_strong,demographic_influence_strong,not familiar,understood,similar_demo_genre_no,"Since this was written we have witnessed other rudderless groups of young people, from the Beats in On The Road to Ken Kesey's Merry Pranksters.","Non-Cultural, Non-linguistic"
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,9798.0,The Sun Also Rises,Ernest Hemingway,usa,fiction,"I guess I can understand why this was such a sensation in the 1920's. It certainly has a timeless quality and its themes are articulated in a style which seems modern almost a century later. I devoured his descriptions of fishing in the Basque country and the bull fighting fiesta in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris which comprise the first part of the book. 
 Since this was written we have witnessed other rudderless groups of young people, from the Beats in On The Road to Ken Kesey's Merry Pranksters. These groups share a propensity for deep and abiding friendship with Hemingway's Lost Generation...and a similar lack of purpose. That Hemingway was able to convey so much with his simple, spare prose is a mighty accomplishment but he failed to slay me.",no,no,genre_influence_strong,demographic_influence_strong,not familiar,understood,similar_demo_genre_no,"That Hemingway was able to convey so much with his simple, spare prose is a mighty accomplishment but he failed to slay me.","Non-Cultural, Non-linguistic"
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,109067.0,The Best American Essays of the Century,"Joyce Carol Oates, Robert Atwan",usa,non-fiction,"What did I think? What didn't I think? Every essay in this beautifully curated collection is a home run, and most of them were 
 from writers I didn't know. John Muir? Sure, Muir woods, all that. But how would I in my lifetime have learned that he is a 
 sublime writer, pure humor, pure soul, and that he had written the best thing I've ever read about a man's relationship with a dog? 
 (""Stickeen""). ""The Moral Equivalent of War"", by William James, speaks of how to turn the militaristic vision and people's need for 
 it to something positive in the world without a drop of sentimentality about War Being Bad. And I could go on. But you should take my 
 place, and get this book. If any part of your life is available to be changed, to whatever degree, you will find something in this book that 
 will change it.",no,no,genre_influence_strong,demographic_influence_slight,familiar,understood,similar_demo_genre_yes,"Every essay in this beautifully curated collection is a home run, and most of them were 
 from writers I didn't know. John Muir? Sure, Muir woods, all that.","Cultural, Non-Linguistic"
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,109067.0,The Best American Essays of the Century,"Joyce Carol Oates, Robert Atwan",usa,non-fiction,"What did I think? What didn't I think? Every essay in this beautifully curated collection is a home run, and most of them were 
 from writers I didn't know. John Muir? Sure, Muir woods, all that. But how would I in my lifetime have learned that he is a 
 sublime writer, pure humor, pure soul, and that he had written the best thing I've ever read about a man's relationship with a dog? 
 (""Stickeen""). ""The Moral Equivalent of War"", by William James, speaks of how to turn the militaristic vision and people's need for 
 it to something positive in the world without a drop of sentimentality about War Being Bad. And I could go on. But you should take my 
 place, and get this book. If any part of your life is available to be changed, to whatever degree, you will find something in this book that 
 will change it.",no,no,genre_influence_strong,demographic_influence_slight,familiar,understood,similar_demo_genre_yes,"""The Moral Equivalent of War"", by William James, speaks of how to turn the militaristic vision and people's need for 
 it to something positive in the world without a drop of sentimentality about War Being Bad.","Non-Cultural, Non-linguistic"
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,30932.0,Joyland,Stephen King,usa,fiction,"Joyland was fantastic! The feel of an classic mystery story. A touch of paranormal. Stephen King's distinctive ability to give his character's believable voices. Desription so well written, you can smell the cotton candy and feel the stickiness of the humidity. You absolutely cannot go wrong with Joyland. Here's hoping Stephen King writes another in this genre because he does it extremely well.",no,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_yes,,NA
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,112151.0,"Guns, Germs and Steel: The Fates of Human Societies","Jared Diamond, Grover Gardner",usa,non-fiction,"One of those rare books that I just couldn't finish. It sounds so interesting, so important and I'm sure it is to many but not me. Too bad - it's filled with all sorts of stuff to keep a philosophical conversation on politics and human nature going long into the night. 
 I got more than half way through thinking I just needed to get through the dry parts. I didn't. I needed a lot more camels loaded with water to make it through this Sahara. I like reading history but this book is pre-history for the most part. It has such a wide scope it has to focus on broad movements and developments over centuries. Although it's overflowing with little tidbits of interesting observations and conclusions, it's hard to latch on to that kind of narrative. The history I'm used to reading inevitably focuses on individuals or communities with a story that is much more relatable. Added to this is the academic approach of anticipating criticisms and offering counterarguments. Too dense for me. I should've went for the abridged version.",no,no,genre_influence_no,demographic_influence_cant,very familiar,well understood,similar_demo_genre_yes,,NA
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,99800.0,Five Point Someone,Chetan Bhagat,india,fiction,"I started reading it long after watching the movie 3 idiots and a recommendation from friend. Once I started it it was difficult to put it down. It is most humours book I have read so far. The book did give you a sense of watching a movie. 
 I lived it because of humour ans sponteneousness of it. I dont have consider this as a literally novel. This book is written from a boys prespective so not an unbaised book as well. I myself is a topper from engineering institute and can relate to some incidents. Life described is not a mirror image of what happened but that is the beauty of fiction. Some parts I think were very relatable to the big bang theory I dont know who came first book or that season. 
 Still I gave it 5 star because once I started it is difficult to put it down. meaning it kept my interest.",no,no,genre_influence_cant,demographic_influence_cant,familiar,understood,similar_demo_genre_maybe,myself is a topper from engineering institute and can relate to some incidents. Life described is not a mirror image of what happened but that is the beauty of fiction.,"Non-Cultural, Non-linguistic"
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,49275.0,Cutting for Stone,Abraham Verghese,ethiopia,fiction,"I loved this book, really wanted to rate it a 4+ stars. It may become a 5 after I have had more time to think about it. There were many issues to think about, living circumstances, life decisions, death, etc. It was not a light, easy read, but moving in many ways.",no,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_yes,,NA
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,55120.0,In Defense of Food: An Eater's Manifesto,Michael Pollan,usa,non-fiction,"A great follow up to ""the Omnivore's Dilemma"" answering the questions: ""OK, so what and how do I eat?"" In America. The book is split into three parts, one part debunking nutritionism: low fat this, high carb that, and focusing on the fact that we should be eating whole foods not just vitamin and mineral combinations that the FDA recommends. The second part of the book delves into the various western diseases (heart attacks, diabetes) which are caused by western diet; finally the last part outlines a smart way of eating: not too much, mostly plants, with food that doesn't include too many ingredients on the package, and to stay away from foods that have ingredients we can't pronounce or identify.",no,no,genre_influence_strong,demographic_influence_strong,very familiar,well understood,similar_demo_genre_yes,,NA
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,111856.0,The Sixth Extinction,"Elizabeth Kolbert, Anne Twomey",usa,non-fiction,"Excellent but absolutely and insanely depressing - why even finish, much less write a review? We're all doomed - global climate change, ocean acidification, invasive species, ecosystem fragmentation, poaching, not to mention chytrid and other fungi wiping out the amphibians, bats and bees...I mean seriously, why bother? 
 This is an extremely well-researched, well-written book - but there's a lot of science here, so not really easy listening on the daily commute. I made it through 5 of 8 CDs before I got the actual book from the library, and then switched back and forth for the rest of the story. (As I'd hoped, the book has a lot of helpful - if, again, depressing - illustrations. Plus, reading at home made me less likely to drive my car off the nearest bridge - yes, it's that depressing; and the final pages/conclusions offer very little in the way of hope.) 
 I understand that Al Gore's new movie ends on a slightly more upbeat tone, so maybe I should go see that now. Because otherwise, with Donald Trump in the White House and science deniers seemingly in all the important government positions right now, I'm just sad, made and really afraid.",no,no,genre_influence_strong,demographic_influence_strong,very familiar,well understood,similar_demo_genre_yes,,NA
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,110645.0,The Day I Stopped Drinking Milk,Sudha Murty,india,non-fiction,"Short but helpful. each story tells a separate story of its own. That's the uniqueness in Mrs Murty's writing style, though she is very versatile in writing too. After reading her books U never feel lonely, it doesn't even matter for a while even if U are world's loneliest person. ""A book is your best friend"", her books are very justified to this phrase.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_yes,"After reading her books U never feel lonely, it doesn't even matter for a while even if U are world's loneliest person.","Non-Cultural, Linguistic"
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,111805.0,Ethan Frome and Other Short Fiction,"Edith Wharton, Mary Gordon",usa,fiction,"Ethan Frome left shocked. Just yesterday, I was marvelled with the enchantment of the lonely world Edith Wharton had driven me to and thought ""what a beautiful way of telling this story!"" 
 As it is known, Ethan Frome is a tragic narration about two, or perhaps it should be said, three people. The descriptions of these characters, their adventures and misadventures, their feelings and strange relationships are so touching and yet realistic. 
 First one is wondering at the tragic web of events surrounding these people, so tragic indeed, as to raise one's sympathy page after page until...Let's just say, Edith Wharton gifted us with a plot as interesting as the ending is surprising.",no,no,genre_influence_slight,demographic_influence_moderate,very familiar,well understood,similar_demo_genre_maybe,,NA
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,110648.0,The Day I Stopped Drinking Milk,Sudha Murty,india,non-fiction,"It is a book with a compilation of numerous short real life stories, that are simple to read and are heart warming at the same time. 
 However the best feature of this book is that it goes beyond age groups. 
 Even as a child i would have relished these stories as much as i will when i narrate them to my younger cousins. :)",no,no,genre_influence_cant,demographic_influence_cant,very familiar,well understood,similar_demo_genre_yes,,NA
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,49497.0,Cutting for Stone,Abraham Verghese,ethiopia,fiction,"I would give this 4 and 1/2 stars. This was a very good book. The story was the saga of a group of people at a hospital in Ethiopia. The book told how they came together and led their lives over the next 25 to 30 years. The story of the identical twins, Marion and Shiva, was the focal point. It was well written and well told.",no,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_yes,,NA
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,111738.0,Nature and Selected Essays,"Ralph Waldo Emerson, Larzer Ziff",usa,non-fiction,"I read this for my course in the English Renaissances, and I to be honest I am not sure if I would have chosen it for myself. That said, I am very delighted to have read this - to own a copy - because Nature and Selected Essays by Ralph Waldo Emerson has been a great influence on some of the great, American writers and to see what they got inspired by feels like a privilege. 
 To say that I that I enjoyed all of Emerson's essay would be false, but I really enjoyed his Over-Soul, The American Scholar - which I read for uni - and The Poet. To see that he was a speaker is very clear, however, his way with words is really inspiring and fascinating, and I couldn't help myself from writing down some of the quotes.",no,no,genre_influence_cant,demographic_influence_cant,familiar,not understood,similar_demo_genre_no,"That said, I am very delighted to have read this - to own a copy - because Nature and Selected Essays by Ralph Waldo Emerson has been a great influence on some of the great, American writers and to see what they got inspired by feels like a privilege.","Cultural, Non-Linguistic"
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,111738.0,Nature and Selected Essays,"Ralph Waldo Emerson, Larzer Ziff",usa,non-fiction,"I read this for my course in the English Renaissances, and I to be honest I am not sure if I would have chosen it for myself. That said, I am very delighted to have read this - to own a copy - because Nature and Selected Essays by Ralph Waldo Emerson has been a great influence on some of the great, American writers and to see what they got inspired by feels like a privilege. 
 To say that I that I enjoyed all of Emerson's essay would be false, but I really enjoyed his Over-Soul, The American Scholar - which I read for uni - and The Poet. To see that he was a speaker is very clear, however, his way with words is really inspiring and fascinating, and I couldn't help myself from writing down some of the quotes.",no,no,genre_influence_cant,demographic_influence_cant,familiar,not understood,similar_demo_genre_no,"To say that I that I enjoyed all of Emerson's essay would be false, but I really enjoyed his Over-Soul, The American Scholar - which I read for uni - and The Poet.","Cultural, Non-Linguistic"
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,91612.0,In an Antique Land: History in the Guise of a Traveler's Tale,Amitav Ghosh,india,non-fiction,"Ghosh has a fantastically open and honest voice. A wonderful interweaving of past and present. This is how I like my history written. Medieval Islamic culture, India and Her trade with Egypt and Arabia, the Jewish diaspora and a discovery of medieval documents in a synagogue in the Old Town in Cairo and our modern fracture lines... the The common thread here, and common, I may add to most contemporary Indian writers with good reason, is the shifting and surprisingly amorphous boundaries between cultures. This book was written pre-9/11 and is very much a product of ""Imperialism Studies""so ""the West"" naturally bears the brunt of Ghosh's criticism. I am no fan of the Rachel Corrie crowd so his assumptions seem rather dated and forced. I wonder if he will write a preface? I think the basis of his assumptions about victim-hood and aggression, which he obviously inherited from the egregious Said, have been proved wanting. Yet if he hadn't written this book, then Sea of Poppies would never have come into being. So I am grateful.",no,no,genre_influence_moderate,demographic_influence_moderate,not familiar,understood,similar_demo_genre_maybe,"Medieval Islamic culture, India and Her trade with Egypt and Arabia, the Jewish diaspora and a discovery of medieval documents in a synagogue in the Old Town in Cairo and our modern fracture lines...","Cultural, Non-Linguistic"
usa,61fa1ef0529b0dbb3e392ac85ff4c880a9da839aa708f9de2b878736c5f5329e,urban,undergraduate,25_to_40,light,non_fiction,91612.0,In an Antique Land: History in the Guise of a Traveler's Tale,Amitav Ghosh,india,non-fiction,"Ghosh has a fantastically open and honest voice. A wonderful interweaving of past and present. This is how I like my history written. Medieval Islamic culture, India and Her trade with Egypt and Arabia, the Jewish diaspora and a discovery of medieval documents in a synagogue in the Old Town in Cairo and our modern fracture lines... the The common thread here, and common, I may add to most contemporary Indian writers with good reason, is the shifting and surprisingly amorphous boundaries between cultures. This book was written pre-9/11 and is very much a product of ""Imperialism Studies""so ""the West"" naturally bears the brunt of Ghosh's criticism. I am no fan of the Rachel Corrie crowd so his assumptions seem rather dated and forced. I wonder if he will write a preface? I think the basis of his assumptions about victim-hood and aggression, which he obviously inherited from the egregious Said, have been proved wanting. Yet if he hadn't written this book, then Sea of Poppies would never have come into being. So I am grateful.",no,no,genre_influence_moderate,demographic_influence_moderate,not familiar,understood,similar_demo_genre_maybe,"I am no fan of the Rachel Corrie crowd so his assumptions seem rather dated and forced. I wonder if he will write a preface? I think the basis of his assumptions about victim-hood and aggression,","Cultural, Non-Linguistic"
usa,ae0d961b787bc7fd41723b09ec938148437a0cd0c1fc6237db133cbcbb2e18e9,urban,undergraduate,25_to_40,light,fiction,111489.0,All Art is Junk,R.A. Harris,usa,fiction,"I enjoyed this a lot, took it down in a few hours. It blossoms under that kind of speed, seems to be something other (or more) than what you would expect, a simple tale. My reading of the piece prompted me to write a lyric essay, which could pass for a reassembled experience of the text if you're interested in that sort of thing: Drum Skin: Fragments on R.A. Harris: ""All Art is Junk.""",no,no,genre_influence_slight,demographic_influence_no,very familiar,well understood,similar_demo_genre_yes,,NA
usa,ae0d961b787bc7fd41723b09ec938148437a0cd0c1fc6237db133cbcbb2e18e9,urban,undergraduate,25_to_40,light,fiction,50119.0,The Tennis Partner,Abraham Verghese,ethiopia,non-fiction,"One of the best books I ever read. I borrowed it from the library, but I will buy it so that I can read it again. 
 It's about a friendship between the author, who is a medical professor, and a student, who becomes a doctor. Both are going through tough life trials. One pulls through and the other doesn't, which you know from the beginning, so this isn't a spoiler. 
 I am neither a sports fan nor a health care professional. Yet Verghese made both not just readable, but interesting and enjoyable. You'll learn a lot and not even know it until you finish.",no,no,genre_influence_slight,demographic_influence_moderate,very familiar,well understood,similar_demo_genre_yes,,NA
usa,ae0d961b787bc7fd41723b09ec938148437a0cd0c1fc6237db133cbcbb2e18e9,urban,undergraduate,25_to_40,light,fiction,50122.0,The Tennis Partner,Abraham Verghese,ethiopia,non-fiction,"I'm rather conflicted about this book. I like the way Verghese writes. I loved Cutting for Stone, but this book was not as good, as a whole. This is more of a memoir about an interesting friendship that revolved around tennis. David is a young doctor who has struggled with drug use. He befriends Verghese and they become tennis partners. It is an unlikely friendship, but they are each able to teach each other things. A good story, but the tennis chapters got in the way. I couldn't follow all of the tennis lingo. The chapters about the friendship were really good. This was a nice memoir to his friend.",no,no,genre_influence_moderate,demographic_influence_slight,very familiar,well understood,similar_demo_genre_maybe,,NA
usa,ae0d961b787bc7fd41723b09ec938148437a0cd0c1fc6237db133cbcbb2e18e9,urban,undergraduate,25_to_40,light,fiction,112153.0,"Guns, Germs and Steel: The Fates of Human Societies","Jared Diamond, Grover Gardner",usa,non-fiction,"The author is way too wedded to environmental determinism for this to be a long lived or worthwhile book. Had he entertained other theories he might have veered closer to the truth. As it is he is too highly dismissive of great ideas or great people. Also, annoyingly, he disparages all of his critics as being racist if they disagree with him. 
 I was enjoying his facts, when not tinged with his opinions, until I started checking some, alas, like his theories & opinions they didn't pan out, or were tilted to support his assertions. 
 Another reviewer - Molly said ""As an exercise in materialist theory this book is magnificent. I would recommend this book ONLY to people in Anthropology with a great understanding of theory, less educated or unwarned people might think this book is fact rather than an exercise in speculation"" & she is completely right. You have to pay very close attention to his language to realize that huge castles in the air are built entirely on the words 'might' & 'maybe'. To Diamond's credit, these words in many cases are there. But the overall work is 'an exercise in speculation'.",no,no,genre_influence_moderate,demographic_influence_moderate,familiar,understood,similar_demo_genre_no,,NA
usa,ae0d961b787bc7fd41723b09ec938148437a0cd0c1fc6237db133cbcbb2e18e9,urban,undergraduate,25_to_40,light,fiction,50129.0,The Tennis Partner,Abraham Verghese,ethiopia,non-fiction,"Beautiful but so, so painful to read for those of us who have loved and lived alongside drug addicts. This was like seeing my pain, my helplessness, my inability to understand written in blood on the page. I dreaded having to read the pages, felt like my nails were being ripped off it hurt so much. But I also could not stop. I didn't know the pain of seeing your loved one descend into addiction could be so articulate, so well expressed. Only Verghese could have done this. Thankfully, he doesn't leave you hanging. The ending did give me closure and completion. I do feel hugely enriched that I read it. I'm grateful I had the courage.",no,no,genre_influence_slight,demographic_influence_moderate,very familiar,well understood,similar_demo_genre_yes,,NA
usa,ae0d961b787bc7fd41723b09ec938148437a0cd0c1fc6237db133cbcbb2e18e9,urban,undergraduate,25_to_40,light,fiction,111090.0,Malgudi Days,R.K. Narayan,india,fiction,"R K Narayan has a penchant for writing short stories. These stories are the kind that will jump at you from any corner at the slightest resemblance with objects, people, and incidents from the witty tales to that with real life. I never watched the show but had heard so much about them. I am glad I read the book.",no,no,genre_influence_slight,demographic_influence_slight,familiar,understood,similar_demo_genre_yes,,NA
